'local_id','data-issetup','data-maingroup','data-subgroup','data-type','data-vehicle','data-productcode','data-price-root','data-ordertypeid','data-pos','sourceURL','data-s','data-site','data-pro','data-cache','data-sv','data-name','data-price','data-brand','data-cate','data-box','data-color','data-productstatus','data-premium','data-promotiontype','imageURL','percent','gift','rating','unit-sold'
'327050','0','22','42','1','1','0220042002742','25490000.0','2','0','/laptop/lenovo-loq-15iax9-i5-83gs00d9vn','Nomal','1','3','True','webtgdd-26-120','Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/24GB/512GB/6GB RTX3050/144Hz/Win11 (83GS00D9VN)','22690000.0','Lenovo','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/327050.jpg','-10%','Quà 2.490.000₫','5',''
'328237','0','22','42','1','1','0220042002793','19490000.0','154','0','/laptop/asus-vivobook-k3605zf-i5-rp745w','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Asus Gaming Vivobook K3605ZF i5 12500H/16GB/512GB/4GB RTX2050/Win11 (RP745W)','17190000.0','Asus','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/328237.jpg','-11%','Quà 2.490.000₫','4.9',''
'329853','0','22','42','1','1','0220042002831','16990000.0','2','0','/laptop/dell-inspiron-15-3520-i5-n3520i5u165w11blufp','Nomal','1','3','True','webtgdd-26-120','Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N3520-i5U165W11BLU-FP)','16490000.0','Dell','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/329853.jpg','','Quà 400.000₫','5',''
'326861','0','22','42','1','1','0220042002740','22990000.0','2','0','/laptop/msi-gf63-thin-12ve-i5-460vn','Nomal','1','3','True','webtgdd-26-120','Laptop MSI Gaming GF63 Thin 12VE i5 12450H/16GB/512GB/6GB RTX4050/144Hz/Win11 (460VN)','19690000.0','MSI','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/326861.jpg','-14%','Quà 2.490.000₫','4.9',''
'321467','0','22','42','1','1','0220042002558','25490000.0','2','0','/laptop/hp-victus-15-fb1022ax-r5-94f19pa','Nomal','1','3','True','webtgdd-26-120','Laptop HP Gaming VICTUS 15 fb1022AX R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (94F19PA)','16990000.0','HP','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/321467.jpg','-33%','Quà 2.490.000₫','5',''
'334795','0','22','42','1','1','0220042003025','20990000.0','2','0','/laptop/asus-vivobook-16-x1605va-i7-mb1875ws','Nomal','1','3','True','webtgdd-26-120','Laptop Asus Vivobook 16 X1605VA i7 13620H/16GB/512GB/OfficeHS24+365/Win11 (MB1875WS)','18190000.0','Asus','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/334795.jpg','-13%','Quà 400.000₫','5',''
'282827','0','22','42','1','1','0220042001990','24990000.0','154','0','/laptop/apple-macbook-air-m2-2022','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Apple MacBook Air 13 inch M2 8GB/256GB','20090000.0','MacBook','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/282827.','-19%','','4.9',''
'333102','0','22','42','1','1','0220042002966','20990000.0','2','0','/laptop/dell-inspiron-15-3520-i7-n3520i7u165w11blufp','Nomal','1','3','True','webtgdd-26-120','Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/Win11 (N3520-i7U165W11BLU-FP)','19990000.0','Dell','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/333102.jpg','','Quà 400.000₫','5',''
'336036','0','22','42','1','1','0220042003158','16990000.0','2','0','/laptop/asus-vivobook-15-x1504va-i5-bq2225ws','Nomal','1','3','True','webtgdd-26-120','Laptop Asus Vivobook 15 X1504VA i5 1334U/16GB/512GB/OfficeHS24+365/Win11 (BQ2225WS)','15490000.0','Asus','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/336036.jpg','-8%','Quà 400.000₫','5',''
'318163','0','22','42','1','1','0220042002467','24590000.0','154','0','/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop HP Gaming VICTUS 15 fa1139TX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (8Y6W3PA)','17490000.0','HP','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/318163.jpg','-28%','Quà 2.490.000₫','4.9',''
'328906','0','22','42','1','1','0220042002808','13690000.0','2','0','/laptop/hp-240-g9-i3-ag2j5at','Nomal','1','3','True','webtgdd-26-120','Laptop HP 240 G9 i3 1215U/8GB/512GB/Win11 (AG2J5AT)','11190000.0','HP','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/328906.jpg','-18%','Quà 2.490.000₫','5',''
'331644','0','22','42','0','1','0220042002885','27990000.0','2','0','/laptop/macbook-air-13-inch-m3-16gb-256gb-8gpu','CleanStock','1','3','True','webtgdd-26-120','Laptop MacBook Air 13 inch M3 16GB/ 256GB','24190000.0','MacBook','Laptop','BoxCate','Xanh đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/331644.jpg','-13%','','5',''
'330932','0','22','42','1','1','0220042002849','21990000.0','2','0','/laptop/msi-thin-15-b13uc-i7-1411vn','Nomal','1','3','True','webtgdd-26-120','Laptop MSI Gaming Thin 15 B13UC i7 13620H/32GB/512GB/4GB RTX3050/144Hz/Win11 (1411VN)','21890000.0','MSI','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/330932.jpg','','Quà 2.490.000₫','4.9',''
'322082','0','22','42','1','1','0220042002565','18490000.0','2','0','/laptop/lenovo-ideapad-5-14iah8-i5-83bf003wvn','Nomal','1','3','True','webtgdd-26-120','Laptop Lenovo Ideapad Slim 5 14IAH8 i5 12450H/16GB/1TB/Win11 (83BF003WVN)','17690000.0','Lenovo','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/322082.jpg','','Quà 2.490.000₫','4.9',''
'335170','0','22','42','1','1','0220042003055','16490000.0','2','0','/laptop/asus-x1404va-i5-nk771ws','Nomal','1','3','True','webtgdd-26-120','Laptop Asus Vivobook 14 X1404VA i5 1334U/16GB/512GB/OfficeHS24+365/Win11 (NK771WS)','15290000.0','Asus','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/335170.jpg','-7%','Quà 400.000₫','5',''
'333103','0','22','42','1','1','0220042002967','21090000.0','2','0','/laptop/dell-inspiron-15-3520-i7-25p2315','Nomal','1','3','True','webtgdd-26-120','Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (25P2315)','19990000.0','Dell','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/333103.jpg','-5%','Quà 400.000₫','5',''
'317704','0','22','42','1','1','0220042002463','18490000.0','154','0','/laptop/asus-vivobook-14-x1404va-i5-nk050w','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Asus Vivobook 14 X1404VA i5 1335U/16GB/512GB/Win11 (NK050W)','15090000.0','Asus','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/317704.jpg','-18%','Quà 2.490.000₫','4.9',''
'314630','0','22','42','1','1','0220042002427','20490000.0','2','0','/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002)','17690000.0','Acer','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/314630.jpg','-13%','Quà 2.390.000₫','4.9',''
'328814','0','22','42','1','1','0220042002806','19590000.0','2','0','/laptop/hp-240-g9-i5-ag2j7at','Nomal','1','3','True','webtgdd-26-120','Laptop HP 240 G9 i5 1235U/16GB/512GB/Win11 (AG2J7AT)','15890000.0','HP','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/328814.jpg','-18%','Quà 2.490.000₫','5',''
'334446','0','22','42','1','1','0220042002996','20490000.0','2','0','/laptop/lenovo-ideapad-slim-3-15irh10-i7-83k1000fvn','Nomal','1','3','True','webtgdd-26-120','Laptop Lenovo IdeaPad Slim 3 15IRH10 i7 13620H/24GB/512GB/Win11 (83K1000FVN)','20090000.0','Lenovo','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/334446.jpg','','Quà 2.490.000₫','5',''
'326279','0','22','42','1','1','0220042002710','20990000.0','154','0','/laptop/msi-thin-15-b12uc-i5-2045vn','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop MSI Gaming Thin 15 B12UC i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Win11 (2045VN)','17590000.0','MSI','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/326279.jpg','-16%','Quà 2.490.000₫','5',''
'330162','0','22','42','1','1','0220042002845','19990000.0','154','0','/laptop/asus-fa506nfr-r7-hn113w','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Asus TUF Gaming A15 FA506NFR R7 7435HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (HN113W)','17690000.0','Asus','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/330162.jpg','-11%','Quà 2.490.000₫','4.9',''
'326830','0','22','42','1','1','0220042002733','24990000.0','154','0','/laptop/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop HP Pavilion X360 14 ek2024TU Core 5 120U/16GB/512GB/Win11 (9Z2V6PA)','23490000.0','HP','Laptop','BoxCate','Vàng','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/326830.jpg','-6%','Quà 2.490.000₫','5',''
'325247','0','22','42','1','1','0220042002667','23490000.0','154','0','/laptop/dell-inspiron-15-3530-i7-p16wd','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Dell Inspiron 15 3530 i7 1355U/16GB/1TB/120Hz/OfficeHS/Win11 (P16WD)','21990000.0','Dell','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/325247.jpg','-6%','Quà 400.000₫','4.9',''
'321436','0','22','42','1','1','0220042002559','12990000.0','2','0','/laptop/acer-aspire-a315-44p-r9w8-r7-nxksjsv002','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Aspire 3 A315 44P R9W8 R7 5700U/8GB/512GB/Win11 (NX.KSJSV.002)','11490000.0','Acer','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/321436.jpg','-11%','Quà 2.390.000₫','4.9',''
'322073','0','22','42','1','1','0220042002563','19490000.0','2','0','/laptop/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn','Nomal','1','3','True','webtgdd-26-120','Laptop Lenovo Ideapad Slim 3 15IRH8 i7 13620H/16GB/1TB/Win11 (83EM003FVN)','18190000.0','Lenovo','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/322073.jpg','-6%','Quà 2.490.000₫','4.9',''
'323325','0','22','42','1','1','0220042002636','19590000.0','2','0','/laptop/hp-240-g10-i5-9h2e4pt','Nomal','1','3','True','webtgdd-26-120','Laptop HP 240 G10 i5 1335U/16GB/512GB/Win11 (9H2E4PT)','17590000.0','HP','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/323325.jpg','-10%','Quà 2.490.000₫','4.9',''
'326876','0','22','42','1','1','0220042002737','10990000.0','2','0','/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Aspire Lite 14 51M 36PN i3 1215U/8GB/512GB/Win11 (NX.KTWSV.001)','10390000.0','Acer','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/326876.jpg','-5%','Quà 2.390.000₫','5',''
'327097','0','22','42','1','1','0220042002744','20990000','2','0','/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa?utm_flashsale=1','Nomal','1','3','True','webtgdd-26-120','Laptop HP 15 fd1063TU Ultra 5 125H/16GB/512GB/Win11 (9Z2Y1PA)','19990000','HP','Laptop','BoxCate','Vàng','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/327097.jpg','','Quà 2.490.000₫','5',''
'326122','0','22','42','1','1','0220042002698','26990000.0','2','0','/laptop/msi-katana-15-b13udxk-i7-2077vn','Nomal','1','3','True','webtgdd-26-120','Laptop MSI Gaming Katana 15 B13UDXK i7 13620H/16GB/1TB/6GB RTX3050/144Hz/Win11 (2077VN)','25690000.0','MSI','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/326122.jpg','','Quà 2.490.000₫','4.9',''
'312414','0','22','42','1','1','0220042002367','12290000.0','2','0','/laptop/asus-vivobook-15-x1504za-i3-nj102w','Nomal','1','3','True','webtgdd-26-120','Laptop Asus Vivobook 15 X1504ZA i3 1215U/8GB/512GB/Win11 (NJ102W)','10690000.0','Asus','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/312414.jpg','-13%','Quà 2.490.000₫','4.9',''
'317712','0','22','42','1','1','0220042002465','11990000.0','154','0','/laptop/asus-vivobook-x1404za-i3-nk246w','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Asus Vivobook X1404ZA i3 1215U/8GB/512GB/Win11 (NK246W)','10490000.0','Asus','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/317712.jpg','-12%','Quà 2.490.000₫','4.9',''
'311177','0','22','42','1','1','0220042002357','25290000.0','2','0','/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa','Nomal','1','3','True','webtgdd-26-120','Laptop HP Pavilion 15 eg3091TU i7 1355U/16GB/512GB/Win11 (8C5L2PA)','23690000.0','HP','Laptop','BoxCate','Vàng','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/311177.jpg','-6%','Quà 2.490.000₫','4.9',''
'332369','0','22','42','1','1','0220042002938','20590000.0','154','0','/laptop/lenovo-thinkbook-16-g6-i5-21kh00q0vn','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Lenovo ThinkBook 16 G6 i5 13420H/16GB/512GB/Win11 (21KH00Q0VN)','18690000.0','Lenovo','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/332369.jpg','-9%','Quà 2.640.000₫','5',''
'327707','0','22','42','1','1','0220042002761','26990000.0','2','0','/laptop/msi-cyborg-15-a13vek-i7-1423vn','Nomal','1','3','True','webtgdd-26-120','Laptop MSI Gaming Cyborg 15 A13VEK i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (1423VN)','24690000.0','MSI','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/327707.jpg','-8%','Quà 2.490.000₫','5',''
'334794','0','22','42','1','1','0220042003024','17990000.0','2','0','/laptop/asus-vivobook-16-x1605va-i5-mb1876ws','Nomal','1','3','True','webtgdd-26-120','Laptop Asus Vivobook 16 X1605VA i5 13420H/16GB/512GB/OfficeHS24+365/Win11 (MB1876WS)','15990000.0','Asus','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/334794.jpg','-11%','Quà 400.000₫','5',''
'272282','0','22','42','1','1','0220042001908','27990000.0','154','0','/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001)','18690000.0','Acer','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/272282.jpg','-33%','Quà 3.290.000₫','4.9',''
'325479','0','22','42','1','1','0220042002672','27990000.0','2','0','/laptop/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w','Nomal','1','3','True','webtgdd-26-120','Laptop Asus Vivobook S 16 OLED S5606MA Ultra 5 125H/16GB/512GB/120Hz/Win11 (MX050W)','23690000.0','Asus','Laptop','BoxCate','Xanh Dương','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/325479.jpg','-15%','Quà 2.490.000₫','4.9',''
'325242','0','22','42','1','1','0220042002663','16990000.0','2','0','/laptop/dell-inspiron-15-3520-i5-n5i5052w1','Nomal','1','3','True','webtgdd-26-120','Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5052W1)','16490000.0','Dell','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/325242.jpg','','Quà 400.000₫','5',''
'329858','0','22','42','1','1','0220042002833','16990000.0','154','0','/laptop/asus-x1504za-i5-nj1608w','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/512GB/Win11 (NJ1608W)','14490000.0','Asus','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/329858.jpg','-14%','Quà 2.490.000₫','4.9',''
'334449','0','22','42','1','1','0220042002997','25290000.0','2','0','/laptop/lenovo-ideapad-slim-5-14ahp10-r7-83hv001mvn','Nomal','1','3','True','webtgdd-26-120','Laptop Lenovo IdeaPad Slim 5 OLED 14AHP10 R7 8845HS/32GB/512GB/OfficeHS24+365/Win11 (83HV001MVN)','23190000.0','Lenovo','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/334449.jpg','-8%','Quà 400.000₫','5',''
'334689','0','22','42','1','1','0220042003036','21990000.0','2','0','/laptop/gigabyte-g5-mf5-rc555-i5-9rc55mf5feiaa1vn0c0','Nomal','1','3','True','webtgdd-26-120','Laptop GIGABYTE Gaming G5 MF5 RC555 i5 13500H/16GB/512GB/6GB RTX4050/144Hz/Win11 (9RC55MF5FEIAA1VN0C0)','21190000.0','GIGABYTE','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/334689.jpg','','Quà 2.590.000₫','5',''
'333423','0','22','42','1','1','0220042002980','14790000.0','2','0','/laptop/acer-aspire-lite-16-g2-al16-52p-572a-i5-nxj2ssv004','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Aspire Lite 16 G2 AL16 52P 572A i5 1334U/16GB/512GB/Win11 (NX.J2SSV.004)','14090000.0','Acer','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/333423.jpg','','Quà 2.390.000₫','4.9',''
'326831','0','22','42','1','1','0220042002734','28290000.0','2','0','/laptop/hp-pavilion-x360-14-ek2027tu-core-7-9z2v9pa','Nomal','1','3','True','webtgdd-26-120','Laptop HP Pavilion X360 14 ek2027TU Core 7 150U/16GB/512GB/Win11 (9Z2V9PA)','27190000.0','HP','Laptop','BoxCate','Vàng','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/326831.jpg','','Quà 2.490.000₫','5',''
'316941','0','22','42','1','1','0220042002460','20990000.0','2','0','/laptop/msi-gaming-gf63-thin-12uc-i7-887vn','Nomal','1','3','True','webtgdd-26-120','Laptop MSI Gaming GF63 Thin 12UC i7 12650H/8GB/512GB/4GB RTX3050/144Hz/Win11 (887VN)','18690000.0','MSI','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/316941.jpg','-10%','Quà 2.490.000₫','4.9',''
